pipname,tile,tile_type,tile_x,tile_y,src_wire,dst_wire,net,base_reg,avg_delay_ps,max_delay_ps
INT_L_X16Y112/IMUX_L3->CLBLL_L_X16Y112/CLBLL_L_A2,INT_L_X16Y112,INT_L,16,112,INT_L_X16Y112/IMUX_L3,CLBLL_L_X16Y112/CLBLL_L_A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X6Y119/NW6A3->INT_L_X4Y124/NW2END3,INT_L_X6Y119,INT_L,6,119,INT_L_X6Y119/NW6A3,INT_L_X4Y124/NW2END3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y80/CLBLL_LL_B4->SITEWIRE/SLICE_X0Y80/B1,CLBLL_L_X2Y80,CLBLL_L,2,80,CLBLL_L_X2Y80/CLBLL_LL_B4,SITEWIRE/SLICE_X0Y80/B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_R_X7Y40/LVB10->INT_L_X6Y30/SW6A2,INT_R_X7Y40,INT_R,7,40,INT_R_X7Y40/LVB10,INT_L_X6Y30/SW6A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y124/NW2END3->INT_L_X4Y124/FAN_ALT5,INT_L_X4Y124,INT_L,4,124,INT_L_X4Y124/NW2END3,INT_L_X4Y124/FAN_ALT5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X8Y15/NW2A2->INT_R_X7Y15/IMUX11,INT_L_X8Y15,INT_L,8,15,INT_L_X8Y15/NW2A2,INT_R_X7Y15/IMUX11,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X7Y52/LVB10->INT_R_X7Y40/LVB10,INT_R_X7Y52,INT_R,7,52,INT_R_X7Y52/LVB10,INT_R_X7Y40/LVB10,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y24/IMUX_L3->CLBLL_L_X2Y24/CLBLL_L_A2,INT_L_X2Y24,INT_L,2,24,INT_L_X2Y24/IMUX_L3,CLBLL_L_X2Y24/CLBLL_L_A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X5Y124/SL1BEG3->INT_L_X4Y122/SW2END3,INT_R_X5Y124,INT_R,5,124,INT_R_X5Y124/SL1BEG3,INT_L_X4Y122/SW2END3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X6Y30/SW6A2->INT_R_X5Y25/SE2A2,INT_L_X6Y30,INT_L,6,30,INT_L_X6Y30/SW6A2,INT_R_X5Y25/SE2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y134/CLBLL_L_BX->SITEWIRE/SLICE_X1Y134/BX,CLBLL_L_X2Y134,CLBLL_L,2,134,CLBLL_L_X2Y134/CLBLL_L_BX,SITEWIRE/SLICE_X1Y134/BX,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_L_X2Y123/IMUX_L14->CLBLL_L_X2Y123/CLBLL_L_B1,INT_L_X2Y123,INT_L,2,123,INT_L_X2Y123/IMUX_L14,CLBLL_L_X2Y123/CLBLL_L_B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X8Y66/NE6A2->INT_R_X9Y70/NR1BEG2,INT_L_X8Y66,INT_L,8,66,INT_L_X8Y66/NE6A2,INT_R_X9Y70/NR1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X5Y25/FAN_BOUNCE5->INT_R_X5Y25/BYP_ALT1,INT_R_X5Y25,INT_R,5,25,INT_R_X5Y25/FAN_BOUNCE5,INT_R_X5Y25/BYP_ALT1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y101/WR1END0->INT_L_X4Y111/LV_L10,INT_L_X4Y101,INT_L,4,101,INT_L_X4Y101/WR1END0,INT_L_X4Y111/LV_L10,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y124/FAN_ALT5->INT_L_X4Y124/FAN_BOUNCE5,INT_L_X4Y124,INT_L,4,124,INT_L_X4Y124/FAN_ALT5,INT_L_X4Y124/FAN_BOUNCE5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLL_L_X4Y124/CLBLL_LL_B4->SITEWIRE/SLICE_X4Y124/B2,CLBLL_L_X4Y124,CLBLL_L,4,124,CLBLL_L_X4Y124/CLBLL_LL_B4,SITEWIRE/SLICE_X4Y124/B2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
CLBLM_L_X8Y113/CLBLM_M_C1->SITEWIRE/SLICE_X10Y113/C5,CLBLM_L_X8Y113,CLBLM_L,8,113,CLBLM_L_X8Y113/CLBLM_M_C1,SITEWIRE/SLICE_X10Y113/C5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
DSP_R_X9Y65/DSP_0_A6->SITEWIRE/DSP48_X0Y26/A6,DSP_R_X9Y65,DSP_R,9,65,DSP_R_X9Y65/DSP_0_A6,SITEWIRE/DSP48_X0Y26/A6,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_L_X4Y121/SE2A3->INT_R_X5Y121/EE2BEG3,INT_L_X4Y121,INT_L,4,121,INT_L_X4Y121/SE2A3,INT_R_X5Y121/EE2BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y134/BYP_ALT5->INT_L_X2Y134/BYP_L5,INT_L_X2Y134,INT_L,2,134,INT_L_X2Y134/BYP_ALT5,INT_L_X2Y134/BYP_L5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X9Y40/NN2A2->INT_R_X9Y41/IMUX21,INT_R_X9Y40,INT_R,9,40,INT_R_X9Y40/NN2A2,INT_R_X9Y41/IMUX21,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X5Y94/WW4END3->INT_R_X5Y95/NN6A3,INT_R_X5Y94,INT_R,5,94,INT_R_X5Y94/WW4END3,INT_R_X5Y95/NN6A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X8Y14/WL1END1->INT_L_X8Y15/NW2A2,INT_L_X8Y14,INT_L,8,14,INT_L_X8Y14/WL1END1,INT_L_X8Y15/NW2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X8Y18/SE6A2->INT_L_X8Y14/WL1END1,INT_L_X8Y18,INT_L,8,18,INT_L_X8Y18/SE6A2,INT_L_X8Y14/WL1END1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y128/CLBLL_L_A2->SITEWIRE/SLICE_X1Y128/A3,CLBLL_L_X2Y128,CLBLL_L,2,128,CLBLL_L_X2Y128/CLBLL_L_A2,SITEWIRE/SLICE_X1Y128/A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_L_X4Y147/SE2A3->INT_R_X5Y147/IMUX22,INT_L_X4Y147,INT_L,4,147,INT_L_X4Y147/SE2A3,INT_R_X5Y147/IMUX22,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLM_R_X5Y25/CLBLM_M_CX->SITEWIRE/SLICE_X6Y25/CX,CLBLM_R_X5Y25,CLBLM_R,5,25,CLBLM_R_X5Y25/CLBLM_M_CX,SITEWIRE/SLICE_X6Y25/CX,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_L_X2Y128/NL1BEG2->INT_L_X2Y130/NE2A2,INT_L_X2Y128,INT_L,2,128,INT_L_X2Y128/NL1BEG2,INT_L_X2Y130/NE2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y124/FAN_BOUNCE5->INT_L_X4Y124/FAN_ALT2,INT_L_X4Y124,INT_L,4,124,INT_L_X4Y124/FAN_BOUNCE5,INT_L_X4Y124/FAN_ALT2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X7Y28/LVB10->INT_L_X8Y18/SE6A2,INT_R_X7Y28,INT_R,7,28,INT_R_X7Y28/LVB10,INT_L_X8Y18/SE6A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X6Y30/SW6A2->INT_R_X5Y25/SS2A2,INT_L_X6Y30,INT_L,6,30,INT_L_X6Y30/SW6A2,INT_R_X5Y25/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y24/WW2A2->INT_L_X2Y24/WL1END1,INT_L_X4Y24,INT_L,4,24,INT_L_X4Y24/WW2A2,INT_L_X2Y24/WL1END1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLM_R_X3Y144/CLBLM_M_CX->SITEWIRE/SLICE_X2Y144/CX,CLBLM_R_X3Y144,CLBLM_R,3,144,CLBLM_R_X3Y144/CLBLM_M_CX,SITEWIRE/SLICE_X2Y144/CX,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_R_X5Y121/EE2BEG3->INT_R_X7Y121/IMUX14,INT_R_X5Y121,INT_R,5,121,INT_R_X5Y121/EE2BEG3,INT_R_X7Y121/IMUX14,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X19Y94/LOGIC_OUTS3->INT_L_X10Y94/WW4C3,INT_R_X19Y94,INT_R,19,94,INT_R_X19Y94/LOGIC_OUTS3,INT_L_X10Y94/WW4C3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X9Y92/LVB10->INT_L_X8Y82/SW6A2,INT_R_X9Y92,INT_R,9,92,INT_R_X9Y92/LVB10,INT_L_X8Y82/SW6A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y17/SW2END1->INT_L_X2Y16/SS2A1,INT_L_X2Y17,INT_L,2,17,INT_L_X2Y17/SW2END1,INT_L_X2Y16/SS2A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y118/CLBLL_L_A4->SITEWIRE/SLICE_X1Y118/A3,CLBLL_L_X2Y118,CLBLL_L,2,118,CLBLL_L_X2Y118/CLBLL_L_A4,SITEWIRE/SLICE_X1Y118/A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
CLBLM_R_X7Y25/CLBLM_M_A1->SITEWIRE/SLICE_X8Y25/A1,CLBLM_R_X7Y25,CLBLM_R,7,25,CLBLM_R_X7Y25/CLBLM_M_A1,SITEWIRE/SLICE_X8Y25/A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
CLBLM_R_X5Y130/CLBLM_M_C4->SITEWIRE/SLICE_X6Y130/C3,CLBLM_R_X5Y130,CLBLM_R,5,130,CLBLM_R_X5Y130/CLBLM_M_C4,SITEWIRE/SLICE_X6Y130/C3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_L_X4Y54/WW4C2->INT_L_X2Y55/NW2END2,INT_L_X4Y54,INT_L,4,54,INT_L_X4Y54/WW4C2,INT_L_X2Y55/NW2END2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y110/SE6BEG1->INT_L_X6Y106/SE6BEG1,INT_L_X4Y110,INT_L,4,110,INT_L_X4Y110/SE6BEG1,INT_L_X6Y106/SE6BEG1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X3Y144/BYP_ALT3->INT_R_X3Y144/BYP3,INT_R_X3Y144,INT_R,3,144,INT_R_X3Y144/BYP_ALT3,INT_R_X3Y144/BYP3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X34Y81/BYP_ALT5->INT_L_X34Y81/BYP_BOUNCE5,INT_L_X34Y81,INT_L,34,81,INT_L_X34Y81/BYP_ALT5,INT_L_X34Y81/BYP_BOUNCE5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y138/CLBLL_LL_C4->SITEWIRE/SLICE_X0Y138/C1,CLBLL_L_X2Y138,CLBLL_L,2,138,CLBLL_L_X2Y138/CLBLL_LL_C4,SITEWIRE/SLICE_X0Y138/C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
CLBLM_L_X20Y100/CLBLM_M_A3->SITEWIRE/SLICE_X30Y100/A1,CLBLM_L_X20Y100,CLBLM_L,20,100,CLBLM_L_X20Y100/CLBLM_M_A3,SITEWIRE/SLICE_X30Y100/A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_L_X8Y126/EL1BEG2->INT_R_X9Y126/IMUX21,INT_L_X8Y126,INT_L,8,126,INT_L_X8Y126/EL1BEG2,INT_R_X9Y126/IMUX21,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y124/IMUX_L27->CLBLL_L_X4Y124/CLBLL_LL_B4,INT_L_X4Y124,INT_L,4,124,INT_L_X4Y124/IMUX_L27,CLBLL_L_X4Y124/CLBLL_LL_B4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X19Y94/NE6BEG3->INT_L_X20Y99/WR1END0,INT_R_X19Y94,INT_R,19,94,INT_R_X19Y94/NE6BEG3,INT_L_X20Y99/WR1END0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X0Y122/SW6A3->INT_L_X0Y118/EL1BEG2,INT_L_X0Y122,INT_L,0,122,INT_L_X0Y122/SW6A3,INT_L_X0Y118/EL1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y111/LV_L10->INT_L_X0Y119/LH7,INT_L_X4Y111,INT_L,4,111,INT_L_X4Y111/LV_L10,INT_L_X0Y119/LH7,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLM_R_X5Y124/CLBLM_L_B1->SITEWIRE/SLICE_X7Y124/B4,CLBLM_R_X5Y124,CLBLM_R,5,124,CLBLM_R_X5Y124/CLBLM_L_B1,SITEWIRE/SLICE_X7Y124/B4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_L_X4Y110/SE6BEG1->INT_L_X6Y107/NN6A1,INT_L_X4Y110,INT_L,4,110,INT_L_X4Y110/SE6BEG1,INT_L_X6Y107/NN6A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X5Y95/NN6A3->INT_L_X4Y101/WR1END0,INT_R_X5Y95,INT_R,5,95,INT_R_X5Y95/NN6A3,INT_L_X4Y101/WR1END0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y124/NW2END3->INT_R_X3Y125/NW6B3,INT_L_X4Y124,INT_L,4,124,INT_L_X4Y124/NW2END3,INT_R_X3Y125/NW6B3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y105/WR1END0->INT_L_X2Y104/IMUX_L31,INT_L_X2Y105,INT_L,2,105,INT_L_X2Y105/WR1END0,INT_L_X2Y104/IMUX_L31,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y124/FAN_BOUNCE2->INT_L_X4Y124/IMUX_L32,INT_L_X4Y124,INT_L,4,124,INT_L_X4Y124/FAN_BOUNCE2,INT_L_X4Y124/IMUX_L32,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y17/IMUX_L19->CLBLL_L_X2Y17/CLBLL_L_B2,INT_L_X2Y17,INT_L,2,17,INT_L_X2Y17/IMUX_L19,CLBLL_L_X2Y17/CLBLL_L_B2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X5Y130/IMUX28->CLBLM_R_X5Y130/CLBLM_M_C4,INT_R_X5Y130,INT_R,5,130,INT_R_X5Y130/IMUX28,CLBLM_R_X5Y130/CLBLM_M_C4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X5Y25/SE2A2->INT_L_X6Y25/ER1BEG3,INT_R_X5Y25,INT_R,5,25,INT_R_X5Y25/SE2A2,INT_L_X6Y25/ER1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLL_L_X4Y124/CLBLL_LL_C1->SITEWIRE/SLICE_X4Y124/C2,CLBLL_L_X4Y124,CLBLL_L,4,124,CLBLL_L_X4Y124/CLBLL_LL_C1,SITEWIRE/SLICE_X4Y124/C2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_L_X6Y25/ER1BEG3->INT_R_X7Y25/IMUX7,INT_L_X6Y25,INT_L,6,25,INT_L_X6Y25/ER1BEG3,INT_R_X7Y25/IMUX7,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X5Y25/BYP_ALT3->INT_R_X5Y25/BYP3,INT_R_X5Y25,INT_R,5,25,INT_R_X5Y25/BYP_ALT3,INT_R_X5Y25/BYP3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X9Y70/NR1BEG2->INT_R_X9Y71/IMUX21,INT_R_X9Y70,INT_R,9,70,INT_R_X9Y70/NR1BEG2,INT_R_X9Y71/IMUX21,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X7Y15/IMUX11->CLBLM_R_X7Y15/CLBLM_M_A4,INT_R_X7Y15,INT_R,7,15,INT_R_X7Y15/IMUX11,CLBLM_R_X7Y15/CLBLM_M_A4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y16/SS2A1->INT_L_X2Y15/IMUX_L11,INT_L_X2Y16,INT_L,2,16,INT_L_X2Y16/SS2A1,INT_L_X2Y15/IMUX_L11,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X6Y119/NW6A3->INT_L_X4Y123/WW2A2,INT_L_X6Y119,INT_L,6,119,INT_L_X6Y119/NW6A3,INT_L_X4Y123/WW2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X20Y99/BYP_ALT3->INT_L_X20Y100/BYP_BOUNCE_N3_3,INT_L_X20Y99,INT_L,20,99,INT_L_X20Y99/BYP_ALT3,INT_L_X20Y100/BYP_BOUNCE_N3_3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y130/ER1BEG2->INT_R_X5Y130/IMUX28,INT_L_X4Y130,INT_L,4,130,INT_L_X4Y130/ER1BEG2,INT_R_X5Y130/IMUX28,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X3Y144/GFAN1->INT_R_X3Y144/BYP_ALT3,INT_R_X3Y144,INT_R,3,144,INT_R_X3Y144/GFAN1,INT_R_X3Y144/BYP_ALT3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
CLBLM_R_X5Y25/CLBLM_M_AX->SITEWIRE/SLICE_X6Y25/AX,CLBLM_R_X5Y25,CLBLM_R,5,25,CLBLM_R_X5Y25/CLBLM_M_AX,SITEWIRE/SLICE_X6Y25/AX,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_L_X2Y144/EL1BEG2->INT_R_X3Y144/FAN_ALT5,INT_L_X2Y144,INT_L,2,144,INT_L_X2Y144/EL1BEG2,INT_R_X3Y144/FAN_ALT5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X3Y144/FAN_BOUNCE5->INT_R_X3Y144/BYP_ALT1,INT_R_X3Y144,INT_R,3,144,INT_R_X3Y144/FAN_BOUNCE5,INT_R_X3Y144/BYP_ALT1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X5Y25/BYP_ALT1->INT_R_X5Y25/BYP1,INT_R_X5Y25,INT_R,5,25,INT_R_X5Y25/BYP_ALT1,INT_R_X5Y25/BYP1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y111/LV_L10->INT_L_X4Y110/LH12,INT_L_X4Y111,INT_L,4,111,INT_L_X4Y111/LV_L10,INT_L_X4Y110/LH12,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y122/SE2A0->INT_L_X4Y121/EL1END3,INT_L_X2Y122,INT_L,2,122,INT_L_X2Y122/SE2A0,INT_L_X4Y121/EL1END3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X9Y95/NN2A3->INT_L_X10Y97/NE2END3,INT_R_X9Y95,INT_R,9,95,INT_R_X9Y95/NN2A3,INT_L_X10Y97/NE2END3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X7Y132/IMUX19->CLBLM_R_X7Y132/CLBLM_L_B2,INT_R_X7Y132,INT_R,7,132,INT_R_X7Y132/IMUX19,CLBLM_R_X7Y132/CLBLM_L_B2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X6Y112/NL1BEG0->INT_L_X6Y113/EE2BEG0,INT_L_X6Y112,INT_L,6,112,INT_L_X6Y112/NL1BEG0,INT_L_X6Y113/EE2BEG0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y123/IMUX_L36->CLBLL_L_X2Y123/CLBLL_L_D2,INT_L_X2Y123,INT_L,2,123,INT_L_X2Y123/IMUX_L36,CLBLL_L_X2Y123/CLBLL_L_D2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X10Y94/WW4C3->INT_R_X9Y95/NN2A3,INT_L_X10Y94,INT_L,10,94,INT_L_X10Y94/WW4C3,INT_R_X9Y95/NN2A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y6/SR1BEG3->INT_L_X2Y6/BYP_ALT0,INT_L_X2Y6,INT_L,2,6,INT_L_X2Y6/SR1BEG3,INT_L_X2Y6/BYP_ALT0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X0Y123/EE2BEG3->INT_L_X2Y125/NN2END3,INT_L_X0Y123,INT_L,0,123,INT_L_X0Y123/EE2BEG3,INT_L_X2Y125/NN2END3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X9Y106/IMUX21->DSP_R_X9Y105/DSP_0_A6,INT_R_X9Y106,INT_R,9,106,INT_R_X9Y106/IMUX21,DSP_R_X9Y105/DSP_0_A6,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X6Y106/ER1BEG2->INT_L_X8Y106/EE2A2,INT_L_X6Y106,INT_L,6,106,INT_L_X6Y106/ER1BEG2,INT_L_X8Y106/EE2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
DSP_L_X34Y80/DSP_0_A6->SITEWIRE/DSP48_X1Y32/A6,DSP_L_X34Y80,DSP_L,34,80,DSP_L_X34Y80/DSP_0_A6,SITEWIRE/DSP48_X1Y32/A6,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,0,0
INT_R_X5Y124/IMUX38->CLBLM_R_X5Y124/CLBLM_M_D3,INT_R_X5Y124,INT_R,5,124,INT_R_X5Y124/IMUX38,CLBLM_R_X5Y124/CLBLM_M_D3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X4Y125/SE2BEG3->INT_R_X5Y124/IMUX38,INT_L_X4Y125,INT_L,4,125,INT_L_X4Y125/SE2BEG3,INT_R_X5Y124/IMUX38,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X2Y123/ER1END0->INT_L_X2Y123/IMUX_L9,INT_L_X2Y123,INT_L,2,123,INT_L_X2Y123/ER1END0,INT_L_X2Y123/IMUX_L9,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X7Y102/IMUX32->CLBLM_R_X7Y102/CLBLM_M_C1,INT_R_X7Y102,INT_R,7,102,INT_R_X7Y102/IMUX32,CLBLM_R_X7Y102/CLBLM_M_C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X34Y81/IMUX_L21->DSP_L_X34Y80/DSP_0_A6,INT_L_X34Y81,INT_L,34,81,INT_L_X34Y81/IMUX_L21,DSP_L_X34Y80/DSP_0_A6,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_L_X34Y81/BYP_BOUNCE5->INT_L_X34Y81/IMUX_L21,INT_L_X34Y81,INT_L,34,81,INT_L_X34Y81/BYP_BOUNCE5,INT_L_X34Y81/IMUX_L21,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X33Y96/LVB10->INT_R_X33Y86/SE6BEG2,INT_R_X33Y96,INT_R,33,96,INT_R_X33Y96/LVB10,INT_R_X33Y86/SE6BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
INT_R_X21Y98/LH12->INT_R_X33Y96/LVB10,INT_R_X21Y98,INT_R,21,98,INT_R_X21Y98/LH12,INT_R_X33Y96/LVB10,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[6],rs1_reg,132.42498665242925,301
